pair_id,pair_type,E1_index,E2_index,E3_index,E4_index,k1_index,k2_index,k3_index,k4_index,E1,E2,E3,E4,k1,k2,k3,k4,kw1,kw2,kw3,kw4,k4_mapped,probability
9-7-7-7-0-100-90-190,ehh,9,7,7,7,0,100,90,190,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.359482544162688e-13
9-7-7-7-0-100-111-211,ehh,9,7,7,7,0,100,111,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-7-8-7-0-100-9-109,ehh,9,7,8,7,0,100,9,109,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.2525992129501007, 2.4414516242021733e-08, 0.14583825178845475]",6.359482544162688e-13
9-7-8-7-0-100-90-190,ehh,9,7,8,7,0,100,90,190,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.359482544162688e-13
9-7-8-7-0-100-111-211,ehh,9,7,8,7,0,100,111,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-7-7-7-0-111-1-112,ehh,9,7,7,7,0,111,1,112,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.359482544162688e-13
9-7-7-7-0-111-10-121,ehh,9,7,7,7,0,111,10,121,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.359482544162688e-13
9-7-7-7-0-111-100-211,ehh,9,7,7,7,0,111,100,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-7-8-7-0-111-1-112,ehh,9,7,8,7,0,111,1,112,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.359482544162688e-13
9-7-8-7-0-111-10-121,ehh,9,7,8,7,0,111,10,121,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.359482544162688e-13
9-7-8-7-0-111-100-211,ehh,9,7,8,7,0,111,100,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-7-7-7-0-900-1-901,ehh,9,7,7,7,0,900,1,901,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-7-7-7-0-900-10-910,ehh,9,7,7,7,0,900,10,910,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.23815286056526783, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, 0.23815286056526785, -0.14583825178845472]",6.359482544162688e-13
9-7-7-7-0-900-999-899,ehh,9,7,7,7,0,900,999,899,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-1.2856411751856643e-17, -1.7166036328300043e-18, -0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, 0.0, -0.29167650357690944]",6.359482544162688e-13
9-7-8-7-0-900-1-901,ehh,9,7,8,7,0,900,1,901,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-7-8-7-0-900-10-910,ehh,9,7,8,7,0,900,10,910,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.23815286056526783, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, 0.23815286056526785, -0.14583825178845472]",6.359482544162688e-13
9-7-8-7-0-900-999-899,ehh,9,7,8,7,0,900,999,899,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-1.2856411751856643e-17, -1.7166036328300043e-18, -0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, 0.0, -0.29167650357690944]",6.359482544162688e-13
9-7-7-7-0-999-9-998,ehh,9,7,7,7,0,999,9,998,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.25259921295010057, 2.4414516192591173e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.25259921295010046, 2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-7-7-7-0-999-90-989,ehh,9,7,7,7,0,999,90,989,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.2381528605652678, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, -0.23815286056526777, -0.14583825178845472]",6.359482544162688e-13
9-7-7-7-0-999-900-899,ehh,9,7,7,7,0,999,900,899,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[-1.2856411751856643e-17, -1.7166036328300043e-18, -0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, 0.0, -0.29167650357690944]",6.359482544162688e-13
9-7-8-7-0-999-9-998,ehh,9,7,8,7,0,999,9,998,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.25259921295010057, 2.4414516192591173e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.25259921295010046, 2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-7-8-7-0-999-90-989,ehh,9,7,8,7,0,999,90,989,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.2381528605652678, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, -0.23815286056526777, -0.14583825178845472]",6.359482544162688e-13
9-7-8-7-0-999-900-899,ehh,9,7,8,7,0,999,900,899,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[-1.2856411751856643e-17, -1.7166036328300043e-18, -0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, 0.0, -0.29167650357690944]",6.359482544162688e-13
9-8-7-7-0-1-90-91,ehh,9,8,7,7,0,1,90,91,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.16839947530006705, -0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, -0.23815288497978396, 0.0]",6.359482544162688e-13
9-8-7-7-0-1-111-112,ehh,9,8,7,7,0,1,111,112,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-1-900-901,ehh,9,8,7,7,0,1,900,901,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-8-8-7-0-1-90-91,ehh,9,8,8,7,0,1,90,91,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.16839947530006705, -0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, -0.23815288497978396, 0.0]",6.359482544162688e-13
9-8-8-7-0-1-111-112,ehh,9,8,8,7,0,1,111,112,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-1-900-901,ehh,9,8,8,7,0,1,900,901,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-8-7-7-0-9-10-19,ehh,9,8,7,7,0,9,10,19,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.16839947530006705, 0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, 0.23815288497978399, 0.0]",6.359482544162688e-13
9-8-7-7-0-9-100-109,ehh,9,8,7,7,0,9,100,109,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.2525992129501007, 2.4414516242021733e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-9-999-998,ehh,9,8,7,7,0,9,999,998,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.25259921295010057, 2.4414516192591173e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.25259921295010046, 2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-8-8-7-0-9-10-19,ehh,9,8,8,7,0,9,10,19,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.16839947530006705, 0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, 0.23815288497978399, 0.0]",6.359482544162688e-13
9-8-8-7-0-9-100-109,ehh,9,8,8,7,0,9,100,109,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.2525992129501007, 2.4414516242021733e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-9-999-998,ehh,9,8,8,7,0,9,999,998,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.25259921295010057, 2.4414516192591173e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.25259921295010046, 2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
9-8-7-7-0-10-9-19,ehh,9,8,7,7,0,10,9,19,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.16839947530006705, 0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, 0.23815288497978399, 0.0]",6.359482544162688e-13
9-8-7-7-0-10-111-121,ehh,9,8,7,7,0,10,111,121,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-10-900-910,ehh,9,8,7,7,0,10,900,910,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.08419973765003352, 0.23815286056526783, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, 0.23815286056526785, -0.14583825178845472]",6.359482544162688e-13
9-8-8-7-0-10-9-19,ehh,9,8,8,7,0,10,9,19,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.16839947530006705, 0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, 0.23815288497978399, 0.0]",6.359482544162688e-13
9-8-8-7-0-10-111-121,ehh,9,8,8,7,0,10,111,121,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-10-900-910,ehh,9,8,8,7,0,10,900,910,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.08419973765003352, 0.23815286056526783, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, 0.23815286056526785, -0.14583825178845472]",6.359482544162688e-13
9-8-7-7-0-90-1-91,ehh,9,8,7,7,0,90,1,91,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.16839947530006705, -0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, -0.23815288497978396, 0.0]",6.359482544162688e-13
9-8-7-7-0-90-100-190,ehh,9,8,7,7,0,90,100,190,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-90-999-989,ehh,9,8,7,7,0,90,999,989,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, -0.2381528605652678, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, -0.23815286056526777, -0.14583825178845472]",6.359482544162688e-13
9-8-8-7-0-90-1-91,ehh,9,8,8,7,0,90,1,91,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.16839947530006705, -0.238152884979784, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, -0.23815288497978396, 0.0]",6.359482544162688e-13
9-8-8-7-0-90-100-190,ehh,9,8,8,7,0,90,100,190,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-90-999-989,ehh,9,8,8,7,0,90,999,989,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, -0.2381528605652678, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, -0.23815286056526777, -0.14583825178845472]",6.359482544162688e-13
9-8-7-7-0-100-9-109,ehh,9,8,7,7,0,100,9,109,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.2525992129501007, 2.4414516242021733e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-100-90-190,ehh,9,8,7,7,0,100,90,190,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-100-111-211,ehh,9,8,7,7,0,100,111,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-8-8-7-0-100-9-109,ehh,9,8,8,7,0,100,9,109,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.2525992129501007, 2.4414516242021733e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-100-90-190,ehh,9,8,8,7,0,100,90,190,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-100-111-211,ehh,9,8,8,7,0,100,111,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-8-7-7-0-111-1-112,ehh,9,8,7,7,0,111,1,112,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-111-10-121,ehh,9,8,7,7,0,111,10,121,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.359482544162688e-13
9-8-7-7-0-111-100-211,ehh,9,8,7,7,0,111,100,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-8-8-7-0-111-1-112,ehh,9,8,8,7,0,111,1,112,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-111-10-121,ehh,9,8,8,7,0,111,10,121,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.359482544162688e-13
9-8-8-7-0-111-100-211,ehh,9,8,8,7,0,111,100,211,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, -1.3877787807814457e-17, 0.2916765035769095]",6.359482544162688e-13
9-8-7-7-0-900-1-901,ehh,9,8,7,7,0,900,1,901,0.4,-0.12330000000000041,-0.12330000000000041,-0.7214,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, -0.14583825178845472]",6.359482544162688e-13
