pair_id,pair_type,E1_index,E2_index,E3_index,E4_index,k1_index,k2_index,k3_index,k4_index,E1,E2,E3,E4,k1,k2,k3,k4,kw1,kw2,kw3,kw4,k4_mapped,probability,C_Gaussian_FWHM_0.001,C_Gaussian_FWHM_0.005,C_Gaussian_FWHM_0.010,C_Gaussian_FWHM_0.030,C_Gaussian_FWHM_0.050,C_Gaussian_FWHM_0.070,C_Gaussian_FWHM_0.100,C_Gaussian_FWHM_0.150,C_Gaussian_FWHM_0.200,C_Lorentzian_FWHM_0.001,C_Lorentzian_FWHM_0.005,C_Lorentzian_FWHM_0.010,C_Lorentzian_FWHM_0.030,C_Lorentzian_FWHM_0.050,C_Lorentzian_FWHM_0.070,C_Lorentzian_FWHM_0.100,C_Lorentzian_FWHM_0.150,C_Lorentzian_FWHM_0.200,C_Rectangular_FWHM_0.001,C_Rectangular_FWHM_0.005,C_Rectangular_FWHM_0.010,C_Rectangular_FWHM_0.030,C_Rectangular_FWHM_0.050,C_Rectangular_FWHM_0.070,C_Rectangular_FWHM_0.100,C_Rectangular_FWHM_0.150,C_Rectangular_FWHM_0.200
9-8-7-7-0-9-90-99,ehh,9,8,7,7,0,9,90,99,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.16839947530006705, -0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, -0.11907641807537578, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,1.042239402060584e-150,9.747289559375367e-75,6.833451280058536e-54,6.7869814325058e-43,4.056441131863022e-37,3.6863991958305553e-35,6.697749063742203e-36,3.348648737496741e-35,6.695886652563515e-35,2.0042624344904065e-34,3.3255260369585836e-34,4.6247697383974835e-34,6.51473453258682e-34,9.449318803492627e-34,1.2042217450386458e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-9-111-110,ehh,9,8,7,7,0,9,111,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.989332552603244e-150,1.86047470300763e-74,1.304307537325148e-53,1.2954377920182251e-42,7.742568910155997e-37,7.036266243300076e-35,1.2784059224135676e-35,6.391598636134457e-35,1.2780504421681677e-34,3.825555334991858e-34,6.347464111193535e-34,8.827343286675803e-34,1.2434737596391592e-33,1.8036007330512653e-33,2.298509836820398e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-9-900-909,ehh,9,8,7,7,0,9,900,909,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, 0.11907644248989198, -0.14583825178845472]",6.359482529871799e-13,0.0,0.0,0.0,1.5970168282988516e-150,1.493570999700057e-74,1.04708540744456e-53,1.039964862164514e-42,6.215659029759381e-37,5.648646117129366e-35,1.0262918428694571e-35,5.131113231058918e-35,1.0260064667852579e-34,3.0711186219597006e-34,5.095682463615139e-34,7.086505350522845e-34,9.982486422861247e-34,1.4479131296804773e-33,1.8452213455256947e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-9-90-99,ehh,9,8,8,7,0,9,90,99,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.16839947530006705, -0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, -0.11907641807537578, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,8.657455135371581e-152,8.09667355551223e-76,5.676267636772322e-55,5.637667040830548e-44,3.36951923319616e-38,3.0621405778629106e-36,5.563545372846547e-37,2.781585128299681e-36,5.5619983442856196e-36,1.6648585796896096e-35,2.7623780495688296e-35,3.841606491027e-35,5.411522709966382e-35,7.849161472817277e-35,1.0002976005415818e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-9-111-110,ehh,9,8,8,7,0,9,111,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.2583756188685131e-151,1.176865076039083e-75,8.250550177387787e-55,8.194443564015383e-44,4.897652698237849e-38,4.450872669252637e-36,8.08670647688934e-37,4.043080619567461e-36,8.084457844938814e-36,2.4198998583150575e-35,4.015162808609548e-35,5.583839442429766e-35,7.865738987606873e-35,1.1408887798448171e-34,1.453949333206883e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-9-900-909,ehh,9,8,8,7,0,9,900,909,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, 0.11907644248989198, -0.14583825178845472]",6.359482529871799e-13,0.0,0.0,0.0,1.0215381612257538e-151,9.553686258390472e-76,6.697723422906053e-55,6.652176572031281e-44,3.9758710012030354e-38,3.613178938166783e-36,6.564716560705317e-37,3.282136970767219e-36,6.562891141241073e-36,1.9644532320455952e-35,3.259473539559741e-35,4.5329113112732366e-35,6.385337113656553e-35,9.261633878235101e-35,1.1803031671060727e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-10-1-11,ehh,9,8,7,7,0,10,1,11,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.16839947530006705, 0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, 0.11907641807537583, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,9.427271968388486e-151,8.816625954573506e-75,6.180998681538961e-54,6.138965738786743e-43,3.669135296384373e-37,3.334424675792781e-35,6.05825320699656e-36,3.0289223677946764e-35,6.056568617384637e-35,1.812897020455109e-34,3.0080074046695207e-34,4.183200330830671e-34,5.892712760535044e-34,8.547105214062335e-34,1.0892435920463104e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-10-100-110,ehh,9,8,7,7,0,10,100,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,2.6821276062260406e-150,2.508394363271237e-74,1.7585391885788903e-53,1.7465805099171656e-42,1.0438957423112451e-36,9.486681304850405e-35,1.7236172061736483e-35,8.617504965401319e-35,1.7231379281472534e-34,5.157824195708201e-34,8.5580003704673e-34,1.1901509924946814e-33,1.67651974225299e-33,2.4317137476064417e-33,3.098977432632219e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-10-999-909,ehh,9,8,7,7,0,10,999,909,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, 0.11907644248989198, -0.14583825178845472]",6.359482529871799e-13,0.0,0.0,0.0,3.104743230123649e-150,2.903635307943046e-74,2.0356274727472124e-53,2.021784497293685e-42,1.2083795831981743e-36,1.0981472130260988e-34,1.995202927619871e-35,9.975342015711628e-35,1.994648131045561e-34,5.970528664117338e-34,9.906461442000746e-34,1.3776798792851294e-33,1.9406844431435083e-33,2.814872334170156e-33,3.587274961092951e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-10-1-11,ehh,9,8,8,7,0,10,1,11,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.16839947530006705, 0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, 0.11907641807537583, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,8.658331735098785e-152,8.097493374006122e-76,5.676842380110188e-55,5.638237875713638e-44,3.3698604096266967e-38,3.062450631054436e-36,5.564108702633402e-37,2.781866774202147e-36,5.562561517430044e-36,1.6650271528504253e-35,2.7626577506827045e-35,3.841995468058864e-35,5.412070646889778e-35,7.849956229786647e-35,1.0003988844165825e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-10-100-110,ehh,9,8,8,7,0,10,100,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.039896980234727e-151,9.725382631119069e-76,6.818093171937989e-55,6.771727764866908e-44,4.047324324127875e-38,3.678114053359388e-36,6.6826959448906175e-37,3.341122685541371e-36,6.680837719460985e-36,1.9997578762650947e-35,3.3180519530235234e-35,4.614375618242971e-35,6.500092736921998e-35,9.4280815612995e-35,1.2015152696423276e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-10-999-909,ehh,9,8,8,7,0,10,999,909,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, 0.1786146515275799, 0.0]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.08419973765003352, 0.119076442489892, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, 0.11907644248989198, -0.14583825178845472]",6.359482529871799e-13,0.0,0.0,0.0,6.186635786678329e-152,5.785900081298439e-76,4.056272882425099e-55,4.028688814762444e-44,2.407865584751605e-38,2.1882121462513868e-36,3.975721313741901e-37,1.987726627438356e-36,3.974615803853787e-36,1.1897114692265875e-35,1.9740012082735092e-35,2.7452201396482683e-35,3.8670855966802033e-35,5.60902742247522e-35,7.148147851849539e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-90-9-99,ehh,9,8,7,7,0,90,9,99,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.16839947530006705, -0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, -0.11907641807537578, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,9.427309537995096e-151,8.816661090630875e-75,6.18102331408268e-54,6.138990203820589e-43,3.6691499186388422e-37,3.334437964156982e-35,6.058277350374462e-36,3.0289344386697063e-35,6.056592754049105e-35,1.8129042452204605e-34,3.0080193921941456e-34,4.183217001739425e-34,5.8927362442004146e-34,8.547139276024438e-34,1.0892479329047674e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-90-111-101,ehh,9,8,7,7,0,90,111,101,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, -0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, -0.11907644248989199, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,3.104743300055565e-150,2.9036353733451627e-74,2.035627518598131e-53,2.0217845428328016e-42,1.2083796104159804e-36,1.098147237761007e-34,1.9952029725602582e-35,9.975342240398414e-35,1.9946481759734518e-34,5.970528798598832e-34,9.90646166513605e-34,1.377679910316292e-33,1.9406844868559096e-33,2.814872397572956e-33,3.587275041893518e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-90-900-990,ehh,9,8,7,7,0,90,900,990,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.08419973765003352, -0.119076442489892, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, -0.11907644248989196, -0.14583825178845472]",6.359482529871799e-13,0.0,0.0,0.0,2.682132050619534e-150,2.5083985197817484e-74,1.7585421025491693e-53,1.7465834040714317e-42,1.0438974720885438e-36,9.486697024663501e-35,1.7236200622767956e-35,8.617519244954208e-35,1.7231407834562178e-34,5.157832742430679e-34,8.558014551418676e-34,1.1901529646228216e-33,1.6765225203137424e-33,2.4317177770540834e-33,3.098982567762669e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-90-9-99,ehh,9,8,8,7,0,90,9,99,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.16839947530006705, -0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, -0.11907641807537578, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,8.657455137226234e-152,8.096673557246746e-76,5.676267637988325e-55,5.637667042038282e-44,3.369519233917998e-38,3.0621405785189006e-36,5.563545374038403e-37,2.7815851288955682e-36,5.5619983454771434e-36,1.664858580046265e-35,2.762378050160602e-35,3.841606491849971e-35,5.411522711125671e-35,7.849161474498768e-35,1.0002976007558713e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-90-111-101,ehh,9,8,8,7,0,90,111,101,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, -0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, -0.11907644248989199, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,6.186389461439709e-152,5.785669711632711e-76,4.056111379078188e-55,4.028528409694514e-44,2.4077697138962353e-38,2.188125021051575e-36,3.975563017612137e-37,1.9876474847099503e-36,3.974457551740674e-36,1.1896641000308484e-35,1.973922612032284e-35,2.745110836784922e-35,3.8669316259576314e-35,5.608804095118333e-35,7.147863243334345e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-90-900-990,ehh,9,8,8,7,0,90,900,990,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.0, -0.1786146515275799, 0.0]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.08419973765003352, -0.119076442489892, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, -0.11907644248989196, -0.14583825178845472]",6.359482529871799e-13,0.0,0.0,0.0,1.0399741770536292e-151,9.726104595521311e-76,6.818599313521102e-55,6.77223046451106e-44,4.0476247775081867e-38,3.6783870983916126e-36,6.683192035251914e-37,3.341370713997831e-36,6.681333671876796e-36,1.999906328419064e-35,3.3182982688226775e-35,4.614718166712403e-35,6.500575271722459e-35,9.428781455537787e-35,1.2016044642052907e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-100-1-101,ehh,9,8,7,7,0,100,1,101,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.08419973765003352, -0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, -0.11907644248989199, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.1749911616431175e-151,1.0988817981357174e-75,7.703839292309637e-55,7.651450503275739e-44,4.573116760162169e-38,4.155941969595019e-36,7.55085245984885e-37,3.77517167574647e-36,7.548752830272402e-36,2.2595486617408203e-35,3.749103798527532e-35,5.213834323004919e-35,7.344527064613662e-35,1.0652894196574002e-34,1.3576054640434821e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-100-10-110,ehh,9,8,7,7,0,100,10,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,2.3882352847002907e-151,2.2335387445405595e-75,1.5658484443257986e-54,1.5552001298041377e-43,9.295115711679567e-38,8.447184606115616e-36,1.5347530145638888e-36,7.673247677208735e-36,1.5343262531036358e-35,4.592659091937738e-35,7.620263258088129e-35,1.0597410010615747e-34,1.492816223452938e-34,2.1652603555637997e-34,2.7594090728278515e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-100-999-99,ehh,9,8,7,7,0,100,999,99,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.16839947530006705, -0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, -0.11907641807537578, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,7.577929149256427e-151,7.087073232138253e-75,4.968475529019495e-54,4.934688165805711e-43,2.949363019150247e-37,2.680312399113843e-35,4.86980896751653e-36,2.4347403128616526e-35,4.86845484293335e-35,1.457261997105117e-34,2.4179282266872864e-34,3.362584195139086e-34,4.73674250048046e-34,6.870424228831954e-34,8.755672685042415e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-100-1-101,ehh,9,8,8,7,0,100,1,101,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.16839947530006705, -0.059538233452204097, 0.0]","[0.08419973765003352, -0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, -0.11907644248989199, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.0214995091181057e-151,9.55332477399007e-76,6.697470000041819e-55,6.651924872530746e-44,3.975720565517157e-38,3.613042225720227e-36,6.564468170443636e-37,3.282012784010104e-36,6.562642820048087e-36,1.964378902705119e-35,3.259350210322606e-35,4.532739798761405e-35,6.385095510604551e-35,9.261283444268706e-35,1.180258507780749e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-100-10-110,ehh,9,8,8,7,0,100,10,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[0.0, 0.1786146515275799, 0.0]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.0398969800198107e-151,9.725382629109119e-76,6.81809317052889e-55,6.771727763467392e-44,4.0473243232914114e-38,3.6781140525992305e-36,6.682695943509501e-37,3.3411226848508586e-36,6.68083771808025e-36,1.9997578758518035e-35,3.3180519523377786e-35,4.6143756172893144e-35,6.500092735578619e-35,9.428081559350991e-35,1.2015152693940096e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-100-999-99,ehh,9,8,8,7,0,100,999,99,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.05953820903768791, 0.14583825178845475]","[-0.08419973765003352, -0.05953820903768791, -0.14583825178845475]","[-0.16839947530006705, -0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[-0.168399475300067, -0.11907641807537578, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,3.4349021980462414e-151,3.212408422316145e-75,2.2520964737764308e-54,2.236781433759119e-43,1.3368788910238823e-37,1.2149243902696186e-35,2.2073731750618396e-36,1.1036121726132661e-35,2.2067593813174562e-35,6.605435783833878e-35,1.095991637950476e-34,1.5241826118329622e-34,2.1470571848874933e-34,3.114206377535302e-34,3.9687464423148745e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-111-9-110,ehh,9,8,7,7,0,111,9,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,7.76409411441285e-154,7.26117947083956e-78,5.0905347427601264e-57,5.055917334401879e-46,3.0218192341503073e-40,2.7461589192595635e-38,4.9894442661449304e-39,2.494553929033203e-38,4.988056875144119e-38,1.4930621640862868e-37,2.4773288248198426e-37,3.445191904606128e-37,4.853108790688308e-37,7.039208109227015e-37,8.970770961659571e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-111-90-101,ehh,9,8,7,7,0,111,90,101,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[0.08419973765003352, -0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, -0.11907644248989199, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,8.729937814558009e-154,8.164461211656545e-78,5.723790965471014e-57,5.6848671943503565e-46,3.3977298075246816e-40,3.087777690577725e-38,5.610124958659422e-39,2.8048733509161097e-38,5.608564977934941e-38,1.6787972497070115e-37,2.7855054650538335e-37,3.873769514282175e-37,5.456829518764499e-37,7.914876887338133e-37,1.0086723768398472e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-7-7-0-111-900-11,ehh,9,8,7,7,0,111,900,11,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.16839947530006705, 0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, 0.11907641807537583, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,1.3060989762372813e-150,1.221497180918178e-74,8.563448765615739e-54,8.505214332917709e-43,5.083394082989313e-37,4.619670112410841e-35,8.393391362821836e-36,4.19641272357934e-35,8.391057452465914e-35,2.5116735258936156e-34,4.167436141576184e-34,5.795604166098291e-34,8.164043775975664e-34,1.1841564990712186e-33,1.5090897400808697e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-111-9-110,ehh,9,8,8,7,0,111,9,110,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[-0.16839947530006705, 0.059538233452204097, 0.0]","[-0.08419973765003352, 0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, 0.119076442489892, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,1.2583756184209972e-151,1.176865075620555e-75,8.250550174453646e-55,8.194443561101194e-44,4.897652696496097e-38,4.450872667669774e-36,8.086706474013466e-37,4.043080618129621e-36,8.08445784206374e-36,2.4198998574544695e-35,4.0151628071816365e-35,5.583839440443986e-35,7.865738984809581e-35,1.1408887794390829e-34,1.4539493326898153e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-111-90-101,ehh,9,8,8,7,0,111,90,101,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.0, -0.1786146515275799, 0.0]","[0.08419973765003352, -0.119076442489892, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, -0.11907644248989199, 0.14583825178845475]",6.359482529871799e-13,0.0,0.0,0.0,6.1863894609084274e-152,5.785669711135841e-76,4.056111378729853e-55,4.028528409348547e-44,2.4077697136894583e-38,2.1881250208636603e-36,3.975563017270718e-37,1.9876474845392525e-36,3.974457551399351e-36,1.1896640999286811e-35,1.973922611862765e-35,2.7451108365491747e-35,3.866931625625543e-35,5.608804094636654e-35,7.147863242720492e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-8-8-7-0-111-900-11,ehh,9,8,8,7,0,111,900,11,0.4,-0.12330000000000041,-0.12330000000000041,-0.34830000000000005,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.05953820903768791, 0.14583825178845475]","[0.08419973765003352, 0.05953820903768791, -0.14583825178845475]","[0.16839947530006705, 0.11907641807537582, 0.0]",0.001,0.001,0.001,0.001,"[0.16839947530006705, 0.11907641807537583, 0.0]",6.359482529871799e-13,0.0,0.0,0.0,3.434953385097353e-151,3.2124562937560363e-75,2.2521300346089276e-54,2.2368147663662718e-43,1.3368988132470425e-37,1.21494249512189e-35,2.207406069425935e-36,1.1036286186863797e-35,2.2067922665347726e-35,6.605534218304377e-35,1.0960079704620748e-34,1.524205325263726e-34,2.14708918042027e-34,3.11425278556436e-34,3.968805584734448e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
