pair_id,pair_type,E1_index,E2_index,E3_index,E4_index,k1_index,k2_index,k3_index,k4_index,E1,E2,E3,E4,k1,k2,k3,k4,kw1,kw2,kw3,kw4,k2_mapped,probability,C_Gaussian_FWHM_0.001,C_Gaussian_FWHM_0.005,C_Gaussian_FWHM_0.010,C_Gaussian_FWHM_0.030,C_Gaussian_FWHM_0.050,C_Gaussian_FWHM_0.070,C_Gaussian_FWHM_0.100,C_Gaussian_FWHM_0.150,C_Gaussian_FWHM_0.200,C_Lorentzian_FWHM_0.001,C_Lorentzian_FWHM_0.005,C_Lorentzian_FWHM_0.010,C_Lorentzian_FWHM_0.030,C_Lorentzian_FWHM_0.050,C_Lorentzian_FWHM_0.070,C_Lorentzian_FWHM_0.100,C_Lorentzian_FWHM_0.150,C_Lorentzian_FWHM_0.200,C_Rectangular_FWHM_0.001,C_Rectangular_FWHM_0.005,C_Rectangular_FWHM_0.010,C_Rectangular_FWHM_0.030,C_Rectangular_FWHM_0.050,C_Rectangular_FWHM_0.070,C_Rectangular_FWHM_0.100,C_Rectangular_FWHM_0.150,C_Rectangular_FWHM_0.200
9-9-9-8-0-901-0-109,eeh,9,9,9,8,0,901,0,109,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]","[0.0, 0.0, 0.0]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, -0.14583825178845472]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,5.343336103482493e-250,1.0528578556251498e-138,2.153195721480908e-79,1.0678900264761803e-58,2.3908240824135278e-36,1.1954039754998174e-35,2.3907575417342316e-35,7.170659925421655e-35,1.1945727834323554e-34,1.6712750350012661e-34,2.384122126481967e-34,3.563694758426606e-34,4.728475699540767e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-998-0-112,eeh,9,9,9,8,0,998,0,112,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[-0.25259921295010057, 2.4414516192591173e-08, -0.14583825178845475]","[0.0, 0.0, 0.0]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.25259921295010046, 2.4414516186510582e-08, -0.14583825178845472]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,2.273760044035103e-250,4.4200708043928815e-139,9.039470517138715e-80,4.483178335148623e-59,1.0037073540986938e-36,5.01850290932636e-36,1.0036794192248372e-35,3.010361219726764e-35,5.015013428034463e-35,7.016288047671506e-35,1.000893762540522e-34,1.49609779452484e-34,1.9850920309096764e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-989-0-121,eeh,9,9,9,8,0,989,0,121,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.2381528605652678, -0.14583825178845475]","[0.0, 0.0, 0.0]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.0841997376500335, -0.23815286056526777, -0.14583825178845472]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,5.115960099078982e-250,1.0070023520710372e-138,2.0594168001084296e-79,1.0213798212829033e-58,2.2866956460603838e-36,1.1433401086119322e-35,2.2866320034516484e-35,6.85835354907775e-35,1.142545117756818e-34,1.5984853816801198e-34,2.2802855828685662e-34,3.408483856225784e-34,4.5225346666773294e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-910-0-190,eeh,9,9,9,8,0,910,0,190,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.23815286056526783, -0.14583825178845475]","[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003352, 0.23815286056526785, -0.14583825178845472]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,2.5011360484386137e-250,4.987258869461916e-139,1.0199424739312926e-79,5.058464423947289e-59,1.1325041216755861e-36,5.6624824021107766e-36,1.132472602169774e-35,3.3966538903506693e-35,5.658545146964196e-35,7.916625399229473e-35,1.129329487133626e-34,1.6880786135622283e-34,2.239821096986316e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-899-0-211,eeh,9,9,9,8,0,899,0,211,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[-1.2856411751856643e-17, -1.7166036328300043e-18, -0.2916765035769095]","[0.0, 0.0, 0.0]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]",0.001,0.001,0.001,0.001,"[0.0, 0.0, -0.29167650357690944]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,5.684400110087758e-251,1.2234625398157462e-139,2.5020987325580092e-80,1.2409305178814333e-59,2.7782323021995164e-37,1.3891067784287432e-36,2.7781549792940003e-36,8.332590916845324e-36,1.388140900316614e-35,1.9420878023835454e-35,2.77044436389241e-35,4.1411544939120354e-35,5.49467609317707e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-211-0-899,eeh,9,9,9,8,0,211,0,899,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[1.2856411751856643e-17, 1.7166036328300043e-18, 0.2916765035769095]","[0.0, 0.0, 0.0]","[-1.2856411751856643e-17, -1.7166036328300043e-18, -0.2916765035769095]",0.001,0.001,0.001,0.001,"[2.7755575615628914e-17, -2.7755575615628914e-17, 0.2916765035769095]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,5.684400110087758e-251,1.2234505633125804e-139,2.50207423945551e-80,1.2409183703838252e-59,2.7782051060191026e-37,1.3890931804302856e-36,2.7781277838705023e-36,8.332509348919667e-36,1.388127311773159e-35,1.9420687912410247e-35,2.770417243948306e-35,4.141113956054691e-35,5.494622305665411e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-109-0-901,eeh,9,9,9,8,0,109,0,901,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[-0.25259921295010057, 2.4414516187368884e-08, 0.14583825178845475]","[0.0, 0.0, 0.0]","[0.25259921295010057, -2.4414516187368884e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.2525992129501007, 2.4414516242021733e-08, 0.14583825178845475]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,5.343336103482493e-250,1.0527795981126028e-138,2.1530356773303235e-79,1.067810651642532e-58,2.3906463756655296e-36,1.1953151227253316e-35,2.3905798399321137e-35,7.170126939885111e-35,1.1944839924392612e-34,1.671150811369061e-34,2.383944917881366e-34,3.5634298737740565e-34,4.728124238282812e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-190-0-910,eeh,9,9,9,8,0,190,0,910,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.23815286056526783, 0.14583825178845475]","[0.0, 0.0, 0.0]","[0.08419973765003352, 0.23815286056526783, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[-0.08419973765003351, -0.23815286056526797, 0.14583825178845475]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,2.5011360484386137e-250,4.988079111726696e-139,1.0201102213746599e-79,5.05929637721541e-59,1.1326903818577725e-36,5.6634136967380173e-36,1.1326588571680244e-35,3.3972125297059976e-35,5.659475794040716e-35,7.917927427240621e-35,1.129515225191436e-34,1.6883562477218653e-34,2.2401894748823465e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-121-0-989,eeh,9,9,9,8,0,121,0,989,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[0.08419973765003352, 0.2381528605652678, 0.14583825178845475]","[0.0, 0.0, 0.0]","[-0.08419973765003352, -0.2381528605652678, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.08419973765003354, 0.2381528605652678, 0.14583825178845475]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,5.115960099078982e-250,1.007073387870124e-138,2.0595620751594234e-79,1.0214518712951266e-58,2.2868569537794292e-36,1.1434207619272658e-35,2.2867933066812273e-35,6.85883734995843e-35,1.1426257149920337e-34,1.5985981417806127e-34,2.2804464384099582e-34,3.408724296949585e-34,4.522853694595472e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-8-0-112-0-998,eeh,9,9,9,8,0,112,0,998,0.4,1.8882999999999996,0.4,-0.14529999999999976,"[0.0, 0.0, 0.0]","[0.25259921295010057, -2.4414516192591173e-08, 0.14583825178845475]","[0.0, 0.0, 0.0]","[-0.25259921295010057, 2.4414516192591173e-08, -0.14583825178845475]",0.001,0.001,0.001,0.001,"[0.25259921295010057, -2.4414516186510582e-08, 0.14583825178845475]",6.964131132704458e-11,0.0,0.0,0.0,0.0,0.0,2.273760044035103e-250,4.419775949128872e-139,9.038867509724627e-80,4.482879270090592e-59,1.0036403985203832e-36,5.018168133693626e-36,1.0036124655100136e-35,3.0101604037463205e-35,5.014678885178979e-35,7.015820003254069e-35,1.0008269946520286e-34,1.4959979924334907e-34,1.9849596088601746e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-9-9-6-0-0-0-0,eeh,9,9,9,6,0,0,0,0,0.4,0.4,0.4,-0.26869999999999994,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.001,0.001,0.001,0.001,"[0.0, 0.0, 0.0]",5.865843664741856e-13,0.0,0.0,0.0,0.0,0.0,1.373604168495678e-147,1.056917086112554e-91,5.7669357568726025e-62,1.2751309457695535e-51,2.792043549957732e-42,1.3960030433852881e-41,2.7918890207902385e-41,8.371922782671572e-41,1.3940740429027241e-40,1.949092013809706e-40,2.7765220099593234e-40,4.136038785707904e-40,5.461942745986577e-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
